#framenumber time energy filename iter
6500 3.25 0 worm_006500.vtu 0
6510 3.255 0 worm_006510.vtu 0
6520 3.26 0 worm_006520.vtu 0
6530 3.265 0 worm_006530.vtu 0
6540 3.27 0 worm_006540.vtu 0
6550 3.275 0 worm_006550.vtu 0
6560 3.28 0 worm_006560.vtu 0
6570 3.285 0 worm_006570.vtu 0
6580 3.29 0 worm_006580.vtu 0
6590 3.295 0 worm_006590.vtu 0
6600 3.3 0 worm_006600.vtu 0
6610 3.305 0 worm_006610.vtu 0
6620 3.31 0 worm_006620.vtu 0
6630 3.315 0 worm_006630.vtu 0
6640 3.32 0 worm_006640.vtu 0
6650 3.325 0 worm_006650.vtu 0
6660 3.33 0 worm_006660.vtu 0
6670 3.335 0 worm_006670.vtu 0
6680 3.34 0 worm_006680.vtu 0
6690 3.345 0 worm_006690.vtu 0
6700 3.35 0 worm_006700.vtu 0
6710 3.355 0 worm_006710.vtu 0
6720 3.36 0 worm_006720.vtu 0
6730 3.365 0 worm_006730.vtu 0
6740 3.37 0 worm_006740.vtu 0
6750 3.375 0 worm_006750.vtu 0
6760 3.38 0 worm_006760.vtu 0
6770 3.385 0 worm_006770.vtu 0
6780 3.39 0 worm_006780.vtu 0
6790 3.395 0 worm_006790.vtu 0
6800 3.4 0 worm_006800.vtu 0
6810 3.405 0 worm_006810.vtu 0
6820 3.41 0 worm_006820.vtu 0
6830 3.415 0 worm_006830.vtu 0
6840 3.42 0 worm_006840.vtu 0
6850 3.425 0 worm_006850.vtu 0
6860 3.43 0 worm_006860.vtu 0
6870 3.435 0 worm_006870.vtu 0
6880 3.44 0 worm_006880.vtu 0
6890 3.445 0 worm_006890.vtu 0
6900 3.45 0 worm_006900.vtu 0
6910 3.455 0 worm_006910.vtu 0
6920 3.46 0 worm_006920.vtu 0
6930 3.465 0 worm_006930.vtu 0
6940 3.47 0 worm_006940.vtu 0
6950 3.475 0 worm_006950.vtu 0
6960 3.48 0 worm_006960.vtu 0
6970 3.485 0 worm_006970.vtu 0
6980 3.49 0 worm_006980.vtu 0
6990 3.495 0 worm_006990.vtu 0
7000 3.5 0 worm_007000.vtu 0
7010 3.505 0 worm_007010.vtu 0
7020 3.51 0 worm_007020.vtu 0
7030 3.515 0 worm_007030.vtu 0
7040 3.52 0 worm_007040.vtu 0
7050 3.525 0 worm_007050.vtu 0
7060 3.53 0 worm_007060.vtu 0
7070 3.535 0 worm_007070.vtu 0
7080 3.54 0 worm_007080.vtu 0
7090 3.545 0 worm_007090.vtu 0
7100 3.55 0 worm_007100.vtu 0
7110 3.555 0 worm_007110.vtu 0
7120 3.56 0 worm_007120.vtu 0
7130 3.565 0 worm_007130.vtu 0
7140 3.57 0 worm_007140.vtu 0
7150 3.575 0 worm_007150.vtu 0
7160 3.58 0 worm_007160.vtu 0
7170 3.585 0 worm_007170.vtu 0
7180 3.59 0 worm_007180.vtu 0
7190 3.595 0 worm_007190.vtu 0
7200 3.6 0 worm_007200.vtu 0
7210 3.605 0 worm_007210.vtu 0
7220 3.61 0 worm_007220.vtu 0
7230 3.615 0 worm_007230.vtu 0
7240 3.62 0 worm_007240.vtu 0
7250 3.625 0 worm_007250.vtu 0
7260 3.63 0 worm_007260.vtu 0
7270 3.635 0 worm_007270.vtu 0
7280 3.64 0 worm_007280.vtu 0
7290 3.645 0 worm_007290.vtu 0
7300 3.65 0 worm_007300.vtu 0
7310 3.655 0 worm_007310.vtu 0
7320 3.66 0 worm_007320.vtu 0
7330 3.665 0 worm_007330.vtu 0
7340 3.67 0 worm_007340.vtu 0
7350 3.675 0 worm_007350.vtu 0
7360 3.68 0 worm_007360.vtu 0
7370 3.685 0 worm_007370.vtu 0
7380 3.69 0 worm_007380.vtu 0
7390 3.695 0 worm_007390.vtu 0
7400 3.7 0 worm_007400.vtu 0
7410 3.705 0 worm_007410.vtu 0
7420 3.71 0 worm_007420.vtu 0
7430 3.715 0 worm_007430.vtu 0
7440 3.72 0 worm_007440.vtu 0
7450 3.725 0 worm_007450.vtu 0
7460 3.73 0 worm_007460.vtu 0
7470 3.735 0 worm_007470.vtu 0
7480 3.74 0 worm_007480.vtu 0
7490 3.745 0 worm_007490.vtu 0
7500 3.75 0 worm_007500.vtu 0
7510 3.755 0 worm_007510.vtu 0
7520 3.76 0 worm_007520.vtu 0
7530 3.765 0 worm_007530.vtu 0
7540 3.77 0 worm_007540.vtu 0
7550 3.775 0 worm_007550.vtu 0
7560 3.78 0 worm_007560.vtu 0
7570 3.785 0 worm_007570.vtu 0
7580 3.79 0 worm_007580.vtu 0
7590 3.795 0 worm_007590.vtu 0
7600 3.8 0 worm_007600.vtu 0
7610 3.805 0 worm_007610.vtu 0
7620 3.81 0 worm_007620.vtu 0
7630 3.815 0 worm_007630.vtu 0
7640 3.82 0 worm_007640.vtu 0
7650 3.825 0 worm_007650.vtu 0
7660 3.83 0 worm_007660.vtu 0
7670 3.835 0 worm_007670.vtu 0
7680 3.84 0 worm_007680.vtu 0
7690 3.845 0 worm_007690.vtu 0
7700 3.85 0 worm_007700.vtu 0
7710 3.855 0 worm_007710.vtu 0
7720 3.86 0 worm_007720.vtu 0
7730 3.865 0 worm_007730.vtu 0
7740 3.87 0 worm_007740.vtu 0
7750 3.875 0 worm_007750.vtu 0
7760 3.88 0 worm_007760.vtu 0
7770 3.885 0 worm_007770.vtu 0
7780 3.89 0 worm_007780.vtu 0
7790 3.895 0 worm_007790.vtu 0
7800 3.9 0 worm_007800.vtu 0
7810 3.905 0 worm_007810.vtu 0
7820 3.91 0 worm_007820.vtu 0
7830 3.915 0 worm_007830.vtu 0
7840 3.92 0 worm_007840.vtu 0
7850 3.925 0 worm_007850.vtu 0
7860 3.93 0 worm_007860.vtu 0
7870 3.935 0 worm_007870.vtu 0
7880 3.94 0 worm_007880.vtu 0
7890 3.945 0 worm_007890.vtu 0
7900 3.95 0 worm_007900.vtu 0
7910 3.955 0 worm_007910.vtu 0
7920 3.96 0 worm_007920.vtu 0
7930 3.965 0 worm_007930.vtu 0
7940 3.97 0 worm_007940.vtu 0
7950 3.975 0 worm_007950.vtu 0
7960 3.98 0 worm_007960.vtu 0
7970 3.985 0 worm_007970.vtu 0
7980 3.99 0 worm_007980.vtu 0
7990 3.995 0 worm_007990.vtu 0
8000 4 0 worm_008000.vtu 0
8010 4.005 0 worm_008010.vtu 0
8020 4.01 0 worm_008020.vtu 0
8030 4.015 0 worm_008030.vtu 0
8040 4.02 0 worm_008040.vtu 0
8050 4.025 0 worm_008050.vtu 0
8060 4.03 0 worm_008060.vtu 0
8070 4.035 0 worm_008070.vtu 0
8080 4.04 0 worm_008080.vtu 0
8090 4.045 0 worm_008090.vtu 0
8100 4.05 0 worm_008100.vtu 0
8110 4.055 0 worm_008110.vtu 0
8120 4.06 0 worm_008120.vtu 0
8130 4.065 0 worm_008130.vtu 0
8140 4.07 0 worm_008140.vtu 0
8150 4.075 0 worm_008150.vtu 0
8160 4.08 0 worm_008160.vtu 0
8170 4.085 0 worm_008170.vtu 0
8180 4.09 0 worm_008180.vtu 0
8190 4.095 0 worm_008190.vtu 0
8200 4.1 0 worm_008200.vtu 0
8210 4.105 0 worm_008210.vtu 0
8220 4.11 0 worm_008220.vtu 0
8230 4.115 0 worm_008230.vtu 0
8240 4.12 0 worm_008240.vtu 0
8250 4.125 0 worm_008250.vtu 0
8260 4.13 0 worm_008260.vtu 0
8270 4.135 0 worm_008270.vtu 0
8280 4.14 0 worm_008280.vtu 0
8290 4.145 0 worm_008290.vtu 0
8300 4.15 0 worm_008300.vtu 0
8310 4.155 0 worm_008310.vtu 0
8320 4.16 0 worm_008320.vtu 0
8330 4.165 0 worm_008330.vtu 0
8340 4.17 0 worm_008340.vtu 0
8350 4.175 0 worm_008350.vtu 0
8360 4.18 0 worm_008360.vtu 0
8370 4.185 0 worm_008370.vtu 0
8380 4.19 0 worm_008380.vtu 0
8390 4.195 0 worm_008390.vtu 0
8400 4.2 0 worm_008400.vtu 0
8410 4.205 0 worm_008410.vtu 0
8420 4.21 0 worm_008420.vtu 0
8430 4.215 0 worm_008430.vtu 0
8440 4.22 0 worm_008440.vtu 0
8450 4.225 0 worm_008450.vtu 0
8460 4.23 0 worm_008460.vtu 0
8470 4.235 0 worm_008470.vtu 0
8480 4.24 0 worm_008480.vtu 0
8490 4.245 0 worm_008490.vtu 0
8500 4.25 0 worm_008500.vtu 0
8510 4.255 0 worm_008510.vtu 0
8520 4.26 0 worm_008520.vtu 0
8530 4.265 0 worm_008530.vtu 0
8540 4.27 0 worm_008540.vtu 0
8550 4.275 0 worm_008550.vtu 0
8560 4.28 0 worm_008560.vtu 0
8570 4.285 0 worm_008570.vtu 0
8580 4.29 0 worm_008580.vtu 0
8590 4.295 0 worm_008590.vtu 0
8600 4.3 0 worm_008600.vtu 0
8610 4.305 0 worm_008610.vtu 0
8620 4.31 0 worm_008620.vtu 0
8630 4.315 0 worm_008630.vtu 0
8640 4.32 0 worm_008640.vtu 0
8650 4.325 0 worm_008650.vtu 0
8660 4.33 0 worm_008660.vtu 0
8670 4.335 0 worm_008670.vtu 0
8680 4.34 0 worm_008680.vtu 0
8690 4.345 0 worm_008690.vtu 0
8700 4.35 0 worm_008700.vtu 0
8710 4.355 0 worm_008710.vtu 0
8720 4.36 0 worm_008720.vtu 0
8730 4.365 0 worm_008730.vtu 0
8740 4.37 0 worm_008740.vtu 0
8750 4.375 0 worm_008750.vtu 0
8760 4.38 0 worm_008760.vtu 0
8770 4.385 0 worm_008770.vtu 0
8780 4.39 0 worm_008780.vtu 0
8790 4.395 0 worm_008790.vtu 0
8800 4.4 0 worm_008800.vtu 0
8810 4.405 0 worm_008810.vtu 0
8820 4.41 0 worm_008820.vtu 0
8830 4.415 0 worm_008830.vtu 0
8840 4.42 0 worm_008840.vtu 0
8850 4.425 0 worm_008850.vtu 0
8860 4.43 0 worm_008860.vtu 0
8870 4.435 0 worm_008870.vtu 0
8880 4.44 0 worm_008880.vtu 0
8890 4.445 0 worm_008890.vtu 0
8900 4.45 0 worm_008900.vtu 0
8910 4.455 0 worm_008910.vtu 0
8920 4.46 0 worm_008920.vtu 0
8930 4.465 0 worm_008930.vtu 0
8940 4.47 0 worm_008940.vtu 0
8950 4.475 0 worm_008950.vtu 0
8960 4.48 0 worm_008960.vtu 0
8970 4.485 0 worm_008970.vtu 0
8980 4.49 0 worm_008980.vtu 0
8990 4.495 0 worm_008990.vtu 0
9000 4.5 0 worm_009000.vtu 0
9010 4.505 0 worm_009010.vtu 0
9020 4.51 0 worm_009020.vtu 0
9030 4.515 0 worm_009030.vtu 0
9040 4.52 0 worm_009040.vtu 0
9050 4.525 0 worm_009050.vtu 0
9060 4.53 0 worm_009060.vtu 0
9070 4.535 0 worm_009070.vtu 0
9080 4.54 0 worm_009080.vtu 0
9090 4.545 0 worm_009090.vtu 0
9100 4.55 0 worm_009100.vtu 0
9110 4.555 0 worm_009110.vtu 0
9120 4.56 0 worm_009120.vtu 0
9130 4.565 0 worm_009130.vtu 0
9140 4.57 0 worm_009140.vtu 0
9150 4.575 0 worm_009150.vtu 0
9160 4.58 0 worm_009160.vtu 0
9170 4.585 0 worm_009170.vtu 0
9180 4.59 0 worm_009180.vtu 0
9190 4.595 0 worm_009190.vtu 0
9200 4.6 0 worm_009200.vtu 0
9210 4.605 0 worm_009210.vtu 0
9220 4.61 0 worm_009220.vtu 0
9230 4.615 0 worm_009230.vtu 0
9240 4.62 0 worm_009240.vtu 0
9250 4.625 0 worm_009250.vtu 0
9260 4.63 0 worm_009260.vtu 0
9270 4.635 0 worm_009270.vtu 0
9280 4.64 0 worm_009280.vtu 0
9290 4.645 0 worm_009290.vtu 0
9300 4.65 0 worm_009300.vtu 0
9310 4.655 0 worm_009310.vtu 0
9320 4.66 0 worm_009320.vtu 0
9330 4.665 0 worm_009330.vtu 0
9340 4.67 0 worm_009340.vtu 0
9350 4.675 0 worm_009350.vtu 0
9360 4.68 0 worm_009360.vtu 0
9370 4.685 0 worm_009370.vtu 0
9380 4.69 0 worm_009380.vtu 0
9390 4.695 0 worm_009390.vtu 0
9400 4.7 0 worm_009400.vtu 0
9410 4.705 0 worm_009410.vtu 0
9420 4.71 0 worm_009420.vtu 0
9430 4.715 0 worm_009430.vtu 0
9440 4.72 0 worm_009440.vtu 0
9450 4.725 0 worm_009450.vtu 0
9460 4.73 0 worm_009460.vtu 0
9470 4.735 0 worm_009470.vtu 0
9480 4.74 0 worm_009480.vtu 0
9490 4.745 0 worm_009490.vtu 0
9500 4.75 0 worm_009500.vtu 0
9510 4.755 0 worm_009510.vtu 0
9520 4.76 0 worm_009520.vtu 0
9530 4.765 0 worm_009530.vtu 0
9540 4.77 0 worm_009540.vtu 0
9550 4.775 0 worm_009550.vtu 0
9560 4.78 0 worm_009560.vtu 0
9570 4.785 0 worm_009570.vtu 0
9580 4.79 0 worm_009580.vtu 0
9590 4.795 0 worm_009590.vtu 0
9600 4.8 0 worm_009600.vtu 0
9610 4.805 0 worm_009610.vtu 0
9620 4.81 0 worm_009620.vtu 0
9630 4.815 0 worm_009630.vtu 0
9640 4.82 0 worm_009640.vtu 0
9650 4.825 0 worm_009650.vtu 0
9660 4.83 0 worm_009660.vtu 0
9670 4.835 0 worm_009670.vtu 0
9680 4.84 0 worm_009680.vtu 0
9690 4.845 0 worm_009690.vtu 0
9700 4.85 0 worm_009700.vtu 0
9710 4.855 0 worm_009710.vtu 0
9720 4.86 0 worm_009720.vtu 0
9730 4.865 0 worm_009730.vtu 0
9740 4.87 0 worm_009740.vtu 0
9750 4.875 0 worm_009750.vtu 0
9760 4.88 0 worm_009760.vtu 0
9770 4.885 0 worm_009770.vtu 0
9780 4.89 0 worm_009780.vtu 0
9790 4.895 0 worm_009790.vtu 0
9800 4.9 0 worm_009800.vtu 0
9810 4.905 0 worm_009810.vtu 0
9820 4.91 0 worm_009820.vtu 0
9830 4.915 0 worm_009830.vtu 0
9840 4.92 0 worm_009840.vtu 0
9850 4.925 0 worm_009850.vtu 0
9860 4.93 0 worm_009860.vtu 0
9870 4.935 0 worm_009870.vtu 0
9880 4.94 0 worm_009880.vtu 0
9890 4.945 0 worm_009890.vtu 0
9900 4.95 0 worm_009900.vtu 0
9910 4.955 0 worm_009910.vtu 0
9920 4.96 0 worm_009920.vtu 0
9930 4.965 0 worm_009930.vtu 0
9940 4.97 0 worm_009940.vtu 0
9950 4.975 0 worm_009950.vtu 0
9960 4.98 0 worm_009960.vtu 0
9970 4.985 0 worm_009970.vtu 0
9980 4.99 0 worm_009980.vtu 0
9990 4.995 0 worm_009990.vtu 0
10000 5 0 worm_010000.vtu 0
